price,name,state,city,condition,distance,year_of_manufacture,color
8400000,Ford Escape  Black,Abuja (FCT),Kubwa,Foreign Used,254719,2010, Black
21000000,BMW  Series 2013 Black,Lagos State,Lekki,Foreign Used,156439,5, Black
5074125,Toyota Camry Hybrid  Gray,Abuja (FCT),Karu,Local Used,179334,2008, Gray
3432000,Honda Accord  Silver,Lagos State,Amuwo-Odofin,Local Used,515666,2005, Silver
14700000,Ford F- SuperCab 4x4 2009 Gray,Akwa Ibom State,Uyo,Local Used,252783,150, Gray
3255000,Toyota Camry  Gray,Lagos State,Isolo,Local Used,1470303,2004, Gray
11025000,Chrysler C SRT8 RWD 2009 Silver,Abuja (FCT),Lugbe District,Foreign Used,252552,300, Silver
4680000,Toyota Corolla  Red,Rivers State,Port-Harcourt,Local Used,299999,2004, Red
60320000,Mercedes-Benz GLC-Class  White,Lagos State,Alimosho,Foreign Used,143866,2018, White
12600000,Toyota Corolla  Red,Lagos State,Lekki,Foreign Used,134632,2013, Red
31237500,Lexus GX  Silver,Lagos State,Lekki,Local Used,67660,2015, Silver
14700000,Toyota Hilux  Off white,Rivers State,Port-Harcourt,Local Used,163194,2006, white
9360000,Mercedes-Benz M Class  Silver,Rivers State,Port-Harcourt,Local Used,172796,2006, Silver
6405000,Dodge Nitro  Silver,Lagos State,Alimosho,Local Used,180520,2008, Silver
8840000,Hyundai Sonata  Burgandy,Oyo State,Ibadan,Local Used,178587,2011, Burgandy
8400000,Ford Escape  Black,Abuja (FCT),Kubwa,Foreign Used,254719,2010, Black
21000000,BMW  Series 2013 Black,Lagos State,Lekki,Foreign Used,156439,5, Black
5074125,Toyota Camry Hybrid  Gray,Abuja (FCT),Karu,Local Used,179334,2008, Gray
3432000,Honda Accord  Silver,Lagos State,Amuwo-Odofin,Local Used,515666,2005, Silver
14700000,Ford F- SuperCab 4x4 2009 Gray,Akwa Ibom State,Uyo,Local Used,252783,150, Gray
3255000,Toyota Camry  Gray,Lagos State,Isolo,Local Used,1470303,2004, Gray
11025000,Chrysler C SRT8 RWD 2009 Silver,Abuja (FCT),Lugbe District,Foreign Used,252552,300, Silver
4680000,Toyota Corolla  Red,Rivers State,Port-Harcourt,Local Used,299999,2004, Red
60320000,Mercedes-Benz GLC-Class  White,Lagos State,Alimosho,Foreign Used,143866,2018, White
12600000,Toyota Corolla  Red,Lagos State,Lekki,Foreign Used,134632,2013, Red
31237500,Lexus GX  Silver,Lagos State,Lekki,Local Used,67660,2015, Silver
14700000,Toyota Hilux  Off white,Rivers State,Port-Harcourt,Local Used,163194,2006, white
9360000,Mercedes-Benz M Class  Silver,Rivers State,Port-Harcourt,Local Used,172796,2006, Silver
6405000,Dodge Nitro  Silver,Lagos State,Alimosho,Local Used,180520,2008, Silver
8840000,Hyundai Sonata  Burgandy,Oyo State,Ibadan,Local Used,178587,2011, Burgandy
8400000,Ford Escape  Black,Abuja (FCT),Kubwa,Foreign Used,254719,2010, Black
21000000,BMW  Series 2013 Black,Lagos State,Lekki,Foreign Used,156439,5, Black
5074125,Toyota Camry Hybrid  Gray,Abuja (FCT),Karu,Local Used,179334,2008, Gray
3432000,Honda Accord  Silver,Lagos State,Amuwo-Odofin,Local Used,515666,2005, Silver
14700000,Ford F- SuperCab 4x4 2009 Gray,Akwa Ibom State,Uyo,Local Used,252783,150, Gray
3255000,Toyota Camry  Gray,Lagos State,Isolo,Local Used,1470303,2004, Gray
11025000,Chrysler C SRT8 RWD 2009 Silver,Abuja (FCT),Lugbe District,Foreign Used,252552,300, Silver
4680000,Toyota Corolla  Red,Rivers State,Port-Harcourt,Local Used,299999,2004, Red
60320000,Mercedes-Benz GLC-Class  White,Lagos State,Alimosho,Foreign Used,143866,2018, White
12600000,Toyota Corolla  Red,Lagos State,Lekki,Foreign Used,134632,2013, Red
31237500,Lexus GX  Silver,Lagos State,Lekki,Local Used,67660,2015, Silver
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
4200000,Mitsubishi SpaceWagon  Gray,Lagos State,Isolo,Local Used,211597,1999, Gray
8840000,Toyota RAV Limited 4x4 2009 Black,Akwa Ibom State,Uyo,Local Used,156857,4, Black
15600000,Mercedes-Benz C 2013 Gray,Lagos State,Lekki,Foreign Used,149564,300, Gray
39520000,Lexus GX  Gray,Abuja (FCT),Jabi,Local Used,142159,2011, Gray
20800000,Toyota Highlander  White,Lagos State,Lekki,Local Used,89532,2012, White
7800000,Toyota Camry  Black,Lagos State,Ojodu,Local Used,343635,2006, Black
8320000,Mercedes-Benz C 2009 Red,Rivers State,Port-Harcourt,Local Used,117245,300, Red
7072000,Toyota Camry  White,Abuja (FCT),Lugbe District,Local Used,482322,2010, White
5200000,Toyota Sequoia  Silver,Lagos State,Lekki,Local Used,198571,2004, Silver
4200000,Toyota Corolla  Red,Lagos State,Ikotun/Igando,Local Used,212352,2004, Red
4515000,Toyota Highlander  Red,Abuja (FCT),Asokoro,Local Used,220996,2003, Red
14647500,Toyota Corolla  Silver,Lagos State,Ilupeju,Foreign Used,65601,2016, Silver
16800000,Toyota RAV 2016 Black,Lagos State,Isolo,Local Used,127766,4, Black
12495000,Toyota Corolla L (.8L 4cyl 2A) 2018 Blue,Lagos State,Ibeju,Local Used,105574,1, Blue
4200000,Dodge Caravan  White,Ogun State,Abeokuta North,Foreign Used,383814,2006, White
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
10400000,Honda CR-V  Green,Lagos State,Ilupeju,Local Used,110341,2012, Green
3675000,Toyota Avensis  Black,Lagos State,Kosofe,Local Used,256057,2008, Black
10185000,Dodge Charger  Black,Lagos State,Ogudu,Local Used,70282,2010, Black
2835000,Toyota Solara  Gold,Abuja (FCT),Lugbe District,Local Used,258314,2001, Gold
7280000,Hyundai Elantra  White,Abuja (FCT),Jabi,Local Used,154894,2008, White
4680000,Honda Odyssey  Blue,Oyo State,Ibadan,Local Used,175611,2006, Blue
7875000,Lexus RX  2004 Brown,Rivers State,Port-Harcourt,Local Used,34793,330, Brown
31500000,Toyota Highlander  Silver,Oyo State,Ibadan,Foreign Used,53587,2017, Silver
4515000,Kia Forte  Burgandy,Lagos State,Surulere,Local Used,304345,2010, Burgandy
8840000,Toyota Camry  Silver,Lagos State,Surulere,Local Used,181134,2011, Silver
26000000,Toyota Sienna  Black,Abuja (FCT),Gwarinpa,Foreign Used,118542,2016, Black
3360000,Nissan Teana  Blue,Lagos State,Abule Egba,Local Used,157990,2003, Blue
63000000,Toyota Land Cruiser  Silver,Lagos State,Ikeja,Foreign Used,74541,2015, Silver
7280000,Honda Crosstour  Silver,Abuja (FCT),Asokoro,Local Used,117919,2010, Silver
13000000,Honda CR-V  Silver,Lagos State,Ogba,Local Used,64231,2014, Silver
6552000,Lexus RX  1999 Blue,Abuja (FCT),Gudu,Local Used,335026,300, Blue
3675000,Mercedes-Benz E 1997 Silver,Lagos State,Ikotun/Igando,Local Used,100000,200, Silver
7350000,Mercedes-Benz GL-Class  Black,Lagos State,Ikotun/Igando,Local Used,132682,2007, Black
4935000,Toyota Corolla  Red,Abuja (FCT),Kubwa,Local Used,238099,2005, Red
7875000,Toyota Corolla  Black,Lagos State,Isolo,Local Used,103780,2008, Black
8190000,Nissan Serena  Gray,Lagos State,Isolo,Foreign Used,146257,1993, Gray
63000000,New Toyota Camry  Black,Oyo State,Ibadan,Brand New,150,2024, Black
3150000,Volkswagen Sharan  Black,Oyo State,Ibadan,Local Used,245461,2001, Black
9135000,Toyota Matrix  Red,Abuja (FCT),Asokoro,Foreign Used,307036,2009, Red
2945250,Honda Accord  Black,Abuja (FCT),Jabi,Local Used,257325,2007, Black
5827500,Toyota Sienna LE AWD  Gray,Lagos State,Ojodu,Local Used,195179,2005, Gray
18900000,Ford Explorer  Red,Lagos State,Ikeja,Foreign Used,150677,2015, Red
20800000,Toyota Avalon  Black,Lagos State,Ogudu,Local Used,52572,2013, Black
40450000,Lexus RX  2017 White,Lagos State,Alimosho,Foreign Used,114625,350, White
6720000,Toyota Corolla  Red,Abuja (FCT),Garki 2,Local Used,145639,2011, Red
6552000,Lexus RX  1999 Blue,Abuja (FCT),Gudu,Local Used,335026,300, Blue
3675000,Mercedes-Benz E 1997 Silver,Lagos State,Ikotun/Igando,Local Used,100000,200, Silver
7350000,Mercedes-Benz GL-Class  Black,Lagos State,Ikotun/Igando,Local Used,132682,2007, Black
4935000,Toyota Corolla  Red,Abuja (FCT),Kubwa,Local Used,238099,2005, Red
7875000,Toyota Corolla  Black,Lagos State,Isolo,Local Used,103780,2008, Black
8190000,Nissan Serena  Gray,Lagos State,Isolo,Foreign Used,146257,1993, Gray
63000000,New Toyota Camry  Black,Oyo State,Ibadan,Brand New,150,2024, Black
3150000,Volkswagen Sharan  Black,Oyo State,Ibadan,Local Used,245461,2001, Black
9135000,Toyota Matrix  Red,Abuja (FCT),Asokoro,Foreign Used,307036,2009, Red
2945250,Honda Accord  Black,Abuja (FCT),Jabi,Local Used,257325,2007, Black
5827500,Toyota Sienna LE AWD  Gray,Lagos State,Ojodu,Local Used,195179,2005, Gray
18900000,Ford Explorer  Red,Lagos State,Ikeja,Foreign Used,150677,2015, Red
20800000,Toyota Avalon  Black,Lagos State,Ogudu,Local Used,52572,2013, Black
40450000,Lexus RX  2017 White,Lagos State,Alimosho,Foreign Used,114625,350, White
6720000,Toyota Corolla  Red,Abuja (FCT),Garki 2,Local Used,145639,2011, Red
6552000,Lexus RX  1999 Blue,Abuja (FCT),Gudu,Local Used,335026,300, Blue
3675000,Mercedes-Benz E 1997 Silver,Lagos State,Ikotun/Igando,Local Used,100000,200, Silver
7350000,Mercedes-Benz GL-Class  Black,Lagos State,Ikotun/Igando,Local Used,132682,2007, Black
4935000,Toyota Corolla  Red,Abuja (FCT),Kubwa,Local Used,238099,2005, Red
7875000,Toyota Corolla  Black,Lagos State,Isolo,Local Used,103780,2008, Black
8190000,Nissan Serena  Gray,Lagos State,Isolo,Foreign Used,146257,1993, Gray
63000000,New Toyota Camry  Black,Oyo State,Ibadan,Brand New,150,2024, Black
3150000,Volkswagen Sharan  Black,Oyo State,Ibadan,Local Used,245461,2001, Black
9135000,Toyota Matrix  Red,Abuja (FCT),Asokoro,Foreign Used,307036,2009, Red
2945250,Honda Accord  Black,Abuja (FCT),Jabi,Local Used,257325,2007, Black
5827500,Toyota Sienna LE AWD  Gray,Lagos State,Ojodu,Local Used,195179,2005, Gray
18900000,Ford Explorer  Red,Lagos State,Ikeja,Foreign Used,150677,2015, Red
20800000,Toyota Avalon  Black,Lagos State,Ogudu,Local Used,52572,2013, Black
40450000,Lexus RX  2017 White,Lagos State,Alimosho,Foreign Used,114625,350, White
6720000,Toyota Corolla  Red,Abuja (FCT),Garki 2,Local Used,145639,2011, Red
6760000,Toyota Sienna  Silver,Lagos State,Abule Egba,Local Used,126389,2009, Silver
101920000,Toyota Highlander  White,Abuja (FCT),Kubwa,Foreign Used,15523,2022, White
6825000,Ford Edge  Black,Lagos State,Ogba,Local Used,164661,2012, Black
26250000,Lexus GX  Black,Abuja (FCT),Gudu,Local Used,55184,2010, Black
8925000,Lexus RX  2008 Silver,Oyo State,Ibadan,Local Used,186359,350, Silver
4095000,Mazda MPV  Silver,Abuja (FCT),Gwagwalada,Local Used,218733,2000, Silver
38850000,Toyota Corolla  Black,Abuja (FCT),Gwarinpa,Local Used,12887,2022, Black
13387500,Toyota Tundra  Silver,Lagos State,Lekki,Local Used,220151,2007, Silver
8190000,Mercedes-Benz C 2008 Black,Abuja (FCT),Wuse,Foreign Used,372464,300, Black
5250000,Ford Explorer Limited .6 2004 Silver,Lagos State,Ikorodu,Local Used,200995,4, Silver
14700000,Toyota Sienna  White,Edo State,Benin City,Foreign Used,132222,2013, White
5250000,Mazda CX- 2008 Brown,Ogun State,Abeokuta North,Local Used,227370,9, Brown
6240000,Toyota Sienna  White,Abuja (FCT),Gwarinpa,Local Used,412712,2004, White
18564000,Toyota Camry  Silver,Abuja (FCT),Gwarinpa,Foreign Used,73376,2016, Silver
6760000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Local Used,187811,2007, Gray
16120000,Honda Accord  Red,Abuja (FCT),Gwarinpa,Local Used,91235,2017, Red
9555000,Toyota Highlander  Silver,Lagos State,Lekki,Local Used,211604,2008, Silver
4160000,Honda Pilot  Black,Lagos State,Isolo,Local Used,270772,2005, Black
7350000,Ford Sport Trac  Gray,Lagos State,Yaba,Local Used,251823,2007, Gray
8400000,Lexus GX  White,Oyo State,Ibadan,Local Used,207609,2005, White
20800000,Honda Accord  Black,Lagos State,Yaba,Local Used,91976,2017, Black
11550000,Toyota Camry  Silver,Abuja (FCT),Jabi,Foreign Used,211391,2012, Silver
4056000,Honda Accord  Silver,Abuja (FCT),Gudu,Local Used,285085,2003, Silver
34320000,Mercedes-Benz GLE-Class  White,Enugu State,Enugu,Local Used,120000,2016, White
33600000,BMW  Series 2015 Silver,Lagos State,Magodo,Foreign Used,171779,7, Silver
11000000,Toyota Sienna  Gray,Lagos State,Ikorodu,Local Used,108523,2011, Gray
13520000,Honda CR-V  Gray,Abuja (FCT),Gudu,Local Used,346630,2013, Gray
9360000,Pontiac Vibe  Blue,Oyo State,Ibadan,Local Used,132014,2009, Blue
5355000,Toyota Corolla  Red,Rivers State,Port-Harcourt,Local Used,133864,2007, Red
3780000,Mercedes-Benz C 2000 Blue,Enugu State,Enugu,Local Used,944639,320, Blue
16120000,Honda Accord  Red,Abuja (FCT),Gwarinpa,Local Used,91235,2017, Red
9555000,Toyota Highlander  Silver,Lagos State,Lekki,Local Used,211604,2008, Silver
4160000,Honda Pilot  Black,Lagos State,Isolo,Local Used,270772,2005, Black
7350000,Ford Sport Trac  Gray,Lagos State,Yaba,Local Used,251823,2007, Gray
8400000,Lexus GX  White,Oyo State,Ibadan,Local Used,207609,2005, White
20800000,Honda Accord  Black,Lagos State,Yaba,Local Used,91976,2017, Black
11550000,Toyota Camry  Silver,Abuja (FCT),Jabi,Foreign Used,211391,2012, Silver
4056000,Honda Accord  Silver,Abuja (FCT),Gudu,Local Used,285085,2003, Silver
34320000,Mercedes-Benz GLE-Class  White,Enugu State,Enugu,Local Used,120000,2016, White
33600000,BMW  Series 2015 Silver,Lagos State,Magodo,Foreign Used,171779,7, Silver
11000000,Toyota Sienna  Gray,Lagos State,Ikorodu,Local Used,108523,2011, Gray
13520000,Honda CR-V  Gray,Abuja (FCT),Gudu,Local Used,346630,2013, Gray
9360000,Pontiac Vibe  Blue,Oyo State,Ibadan,Local Used,132014,2009, Blue
5355000,Toyota Corolla  Red,Rivers State,Port-Harcourt,Local Used,133864,2007, Red
3780000,Mercedes-Benz C 2000 Blue,Enugu State,Enugu,Local Used,944639,320, Blue
16120000,Honda Accord  Red,Abuja (FCT),Gwarinpa,Local Used,91235,2017, Red
9555000,Toyota Highlander  Silver,Lagos State,Lekki,Local Used,211604,2008, Silver
4160000,Honda Pilot  Black,Lagos State,Isolo,Local Used,270772,2005, Black
7350000,Ford Sport Trac  Gray,Lagos State,Yaba,Local Used,251823,2007, Gray
8400000,Lexus GX  White,Oyo State,Ibadan,Local Used,207609,2005, White
20800000,Honda Accord  Black,Lagos State,Yaba,Local Used,91976,2017, Black
11550000,Toyota Camry  Silver,Abuja (FCT),Jabi,Foreign Used,211391,2012, Silver
4056000,Honda Accord  Silver,Abuja (FCT),Gudu,Local Used,285085,2003, Silver
34320000,Mercedes-Benz GLE-Class  White,Enugu State,Enugu,Local Used,120000,2016, White
33600000,BMW  Series 2015 Silver,Lagos State,Magodo,Foreign Used,171779,7, Silver
11000000,Toyota Sienna  Gray,Lagos State,Ikorodu,Local Used,108523,2011, Gray
13520000,Honda CR-V  Gray,Abuja (FCT),Gudu,Local Used,346630,2013, Gray
9360000,Pontiac Vibe  Blue,Oyo State,Ibadan,Local Used,132014,2009, Blue
5355000,Toyota Corolla  Red,Rivers State,Port-Harcourt,Local Used,133864,2007, Red
3780000,Mercedes-Benz C 2000 Blue,Enugu State,Enugu,Local Used,944639,320, Blue
16120000,Honda Accord  Red,Abuja (FCT),Gwarinpa,Local Used,91235,2017, Red
9555000,Toyota Highlander  Silver,Lagos State,Lekki,Local Used,211604,2008, Silver
4160000,Honda Pilot  Black,Lagos State,Isolo,Local Used,270772,2005, Black
7350000,Ford Sport Trac  Gray,Lagos State,Yaba,Local Used,251823,2007, Gray
8400000,Lexus GX  White,Oyo State,Ibadan,Local Used,207609,2005, White
20800000,Honda Accord  Black,Lagos State,Yaba,Local Used,91976,2017, Black
11550000,Toyota Camry  Silver,Abuja (FCT),Jabi,Foreign Used,211391,2012, Silver
4056000,Honda Accord  Silver,Abuja (FCT),Gudu,Local Used,285085,2003, Silver
34320000,Mercedes-Benz GLE-Class  White,Enugu State,Enugu,Local Used,120000,2016, White
33600000,BMW  Series 2015 Silver,Lagos State,Magodo,Foreign Used,171779,7, Silver
11000000,Toyota Sienna  Gray,Lagos State,Ikorodu,Local Used,108523,2011, Gray
13520000,Honda CR-V  Gray,Abuja (FCT),Gudu,Local Used,346630,2013, Gray
9360000,Pontiac Vibe  Blue,Oyo State,Ibadan,Local Used,132014,2009, Blue
5355000,Toyota Corolla  Red,Rivers State,Port-Harcourt,Local Used,133864,2007, Red
3780000,Mercedes-Benz C 2000 Blue,Enugu State,Enugu,Local Used,944639,320, Blue
16120000,Honda Accord  Red,Abuja (FCT),Gwarinpa,Local Used,91235,2017, Red
9555000,Toyota Highlander  Silver,Lagos State,Lekki,Local Used,211604,2008, Silver
4160000,Honda Pilot  Black,Lagos State,Isolo,Local Used,270772,2005, Black
7350000,Ford Sport Trac  Gray,Lagos State,Yaba,Local Used,251823,2007, Gray
8400000,Lexus GX  White,Oyo State,Ibadan,Local Used,207609,2005, White
20800000,Honda Accord  Black,Lagos State,Yaba,Local Used,91976,2017, Black
11550000,Toyota Camry  Silver,Abuja (FCT),Jabi,Foreign Used,211391,2012, Silver
4056000,Honda Accord  Silver,Abuja (FCT),Gudu,Local Used,285085,2003, Silver
34320000,Mercedes-Benz GLE-Class  White,Enugu State,Enugu,Local Used,120000,2016, White
33600000,BMW  Series 2015 Silver,Lagos State,Magodo,Foreign Used,171779,7, Silver
11000000,Toyota Sienna  Gray,Lagos State,Ikorodu,Local Used,108523,2011, Gray
13520000,Honda CR-V  Gray,Abuja (FCT),Gudu,Local Used,346630,2013, Gray
9360000,Pontiac Vibe  Blue,Oyo State,Ibadan,Local Used,132014,2009, Blue
5355000,Toyota Corolla  Red,Rivers State,Port-Harcourt,Local Used,133864,2007, Red
3780000,Mercedes-Benz C 2000 Blue,Enugu State,Enugu,Local Used,944639,320, Blue
3360000,Toyota Camry  Gray,Abuja (FCT),Lugbe District,Local Used,258952,2004, Gray
7280000,Lexus ES  Silver,Ogun State,Abeokuta North,Local Used,408236,2005, Silver
5250000,Mitsubishi L 2014 White,Oyo State,Ibadan,Local Used,144992,200, White
4200000,Honda Accord Automatic  Gray,Kaduna State,Kaduna / Kaduna State,Foreign Used,172589,2004, Gray
4160000,Peugeot  2004 Blue,Abuja (FCT),Garki 2,Local Used,228578,307, Blue
98800000,Lexus LX  Silver,Lagos State,Ikoyi,Local Used,43813,2011, Silver
13000000,Lexus ES  Blue,Lagos State,Alimosho,Local Used,260170,2010, Blue
27850000,Toyota Highlander  Black,Lagos State,Alimosho,Foreign Used,183733,2016, Black
6240000,Honda Accord  Gold,Abuja (FCT),Garki 2,Local Used,328308,2008, Gold
4194750,Ford Edge  Black,Lagos State,Surulere,Local Used,327455,2007, Black
4200000,Toyota Corolla  Blue,Lagos State,Alimosho,Local Used,162111,2003, Blue
4830000,Honda Pilot  Silver,Lagos State,Magodo,Foreign Used,399351,2003, Silver
8840000,Toyota Corolla  Blue,Ogun State,Abeokuta North,Local Used,47123,2008, Blue
6090000,Toyota RAV 2.2 D-4D VX 2007 Silver,Lagos State,Ilupeju,Local Used,136475,4, Silver
3990000,Volkswagen Passat  Green,Abuja (FCT),Wuse,Foreign Used,246819,2000, Green
2912000,Nissan Pathfinder  Gray,Abuja (FCT),Jabi,Local Used,999999,2002, Gray
23920000,Hyundai Santa Fe  White,Lagos State,Lekki,Foreign Used,171450,2015, White
10400000,Toyota Camry  Gray,Lagos State,Lekki,Local Used,108660,2011, Gray
29640000,Land Rover Range Rover Sport  White,Lagos State,Ikeja,Foreign Used,160180,2012, White
22256000,Hyundai Grandeur  Black,Lagos State,Amuwo-Odofin,Foreign Used,97197,2011, Black
8528000,Toyota Highlander  Gold,Lagos State,Alimosho,Local Used,249442,2007, Gold
24150000,Lexus IS  Gray,Lagos State,Alimosho,Foreign Used,118630,2016, Gray
8320000,Toyota Corolla  Blue,Lagos State,Amuwo-Odofin,Local Used,162746,2008, Blue
5720000,Lexus RX  2003 Gray,Lagos State,Ikotun/Igando,Local Used,98868,300, Gray
58800000,Land Rover Range Rover Velar  White,Lagos State,Abule Egba,Local Used,84660,2020, White
6300000,Dodge Journey R/T  Black,Lagos State,Ikorodu,Local Used,143760,2010, Black
12480000,Ford Explorer  Ivory,Ogun State,Abeokuta North,Local Used,149689,2015, Ivory
11025000,Mercedes-Benz GLK-Class  Black,Oyo State,Ibadan,Local Used,180376,2011, Black
5985000,Nissan Armada  Brown,Abuja (FCT),Gwagwalada,Local Used,192731,2004, Brown
4680000,Toyota Camry  Gray,Rivers State,Port-Harcourt,Local Used,296435,2003, Gray
5750000,Ford Escape  Black,Lagos State,Lekki,Local Used,185918,2010, Black
6300000,Nissan Altima .5 S 2007 Blue,Lagos State,Lekki,Foreign Used,182069,2, Blue
5148000,Honda Accord  Brown,Abuja (FCT),Gwagwalada,Local Used,291539,2010, Brown
18720000,Lexus ES  Black,Rivers State,Port-Harcourt,Local Used,172239,2014, Black
5200000,Ford Explorer  Brown,Rivers State,Port-Harcourt,Local Used,310845,2006, Brown
24150000,GAC GA 2020 Black,Lagos State,Lekki,Local Used,76966,3, Black
5200000,Toyota RAV 2003 Silver,Enugu State,Enugu,Local Used,315000,4, Silver
4680000,Honda Odyssey  Gray,Ogun State,Abeokuta North,Local Used,203058,2007, Gray
4680000,Toyota Camry  Silver,Ogun State,Abeokuta North,Local Used,424225,2004, Silver
3360000,Toyota Camry  Green,Lagos State,Abule Egba,Local Used,326621,2003, Green
6760000,Toyota Camry  Blue,Lagos State,Ojodu,Local Used,174098,2007, Blue
9152000,Lexus GX  Black,Lagos State,Alimosho,Local Used,282961,2004, Black
8840000,Toyota Camry  Beige,Lagos State,Yaba,Local Used,193674,2010, Beige
6090000,Toyota Camry  Silver,Abuja (FCT),Gwarinpa,Local Used,199740,2007, Silver
6448000,Toyota -Runner 2004 Gold,Lagos State,Amuwo-Odofin,Local Used,111929,4, Gold
9880000,Lexus RX h AWD 2008 Gold,Lagos State,Ikorodu,Local Used,120651,400, Gold
19425000,Land Rover Range Rover  White,Lagos State,Alimosho,Foreign Used,310409,2012, White
7350000,Toyota Camry  Black,Abuja (FCT),Asokoro,Local Used,257267,2011, Black
20800000,Mercedes-Benz GLK-Class  SUV 2013 Black,Lagos State,Lekki,Local Used,145811,350, Black
5200000,Toyota Avalon  Red,Lagos State,Kosofe,Local Used,291208,2006, Red
5775000,Toyota Sienna  Silver,Lagos State,Ikotun/Igando,Local Used,150804,2008, Silver
7245000,Mitsubishi Jeep  Black,Kaduna State,Kaduna / Kaduna State,Local Used,212664,2008, Black
10500000,Nissan Pathfinder  White,Lagos State,Abule Egba,Local Used,116516,2016, White
6240000,Toyota Corolla  Gold,Enugu State,Enugu,Local Used,183912,2004, Gold
4515000,Toyota Matrix  Blue,Lagos State,Ogudu,Local Used,299999,2005, Blue
28455000,BMW  Series 2013 Blue,Lagos State,Amuwo-Odofin,Foreign Used,68370,7, Blue
7350000,Lincoln MKZ  Black,Abuja (FCT),Jabi,Local Used,204740,2008, Black
5512000,Toyota Highlander  Green,Enugu State,Enugu,Local Used,264000,2002, Green
3045000,Honda Pilot  Gold,Lagos State,Abule Egba,Local Used,195550,2005, Gold
6300000,Peugeot  2005 Silver,Lagos State,Isolo,Foreign Used,195317,807, Silver
7280000,Honda Crosstour  Black,Rivers State,Port-Harcourt,Local Used,233832,2011, Black
4095000,Nissan Murano  Gray,Lagos State,Magodo,Local Used,190166,2004, Gray
8400000,Volkswagen Sharan  Black,Abuja (FCT),Garki 2,Local Used,274959,2003, Black
3010000,Peugeot  2000 Green,Abuja (FCT),Lugbe District,Local Used,235894,406, Green
39900000,Mercedes-Benz GLE-Class GLE  4MATIC 2016 Black,Lagos State,Lekki,Foreign Used,220003,400, Black
10400000,Toyota Corolla  White,Abuja (FCT),Gwarinpa,Local Used,292618,2010, White
10920000,Mercedes-Benz E 2010 White,Lagos State,Ojodu,Local Used,181925,350, White
9360000,Toyota Highlander  Blue,Lagos State,Surulere,Local Used,152736,2007, Blue
19760000,Toyota Venza  White,Edo State,Benin City,Foreign Used,141132,2012, White
26250000,Honda Odyssey  Gray,Lagos State,Ajah,Foreign Used,179524,2016, Gray
11960000,Toyota Camry  Black,Lagos State,Ibeju,Local Used,62595,2014, Black
14040000,Hyundai Sonata  Blue,Oyo State,Ibadan,Local Used,148904,2016, Blue
6500000,Toyota Highlander  Silver,Lagos State,Abule Egba,Local Used,189437,2006, Silver
6032000,Toyota Camry  Black,Abuja (FCT),Karu,Local Used,216424,2006, Black
2688000,Toyota Sienna  Blue,Lagos State,Ogba,Local Used,400368,2002, Blue
7280000,Honda Crosstour  Black,Rivers State,Port-Harcourt,Local Used,233832,2011, Black
4095000,Nissan Murano  Gray,Lagos State,Magodo,Local Used,190166,2004, Gray
8400000,Volkswagen Sharan  Black,Abuja (FCT),Garki 2,Local Used,274959,2003, Black
3010000,Peugeot  2000 Green,Abuja (FCT),Lugbe District,Local Used,235894,406, Green
39900000,Mercedes-Benz GLE-Class GLE  4MATIC 2016 Black,Lagos State,Lekki,Foreign Used,220003,400, Black
10400000,Toyota Corolla  White,Abuja (FCT),Gwarinpa,Local Used,292618,2010, White
10920000,Mercedes-Benz E 2010 White,Lagos State,Ojodu,Local Used,181925,350, White
9360000,Toyota Highlander  Blue,Lagos State,Surulere,Local Used,152736,2007, Blue
19760000,Toyota Venza  White,Edo State,Benin City,Foreign Used,141132,2012, White
26250000,Honda Odyssey  Gray,Lagos State,Ajah,Foreign Used,179524,2016, Gray
11960000,Toyota Camry  Black,Lagos State,Ibeju,Local Used,62595,2014, Black
14040000,Hyundai Sonata  Blue,Oyo State,Ibadan,Local Used,148904,2016, Blue
6500000,Toyota Highlander  Silver,Lagos State,Abule Egba,Local Used,189437,2006, Silver
6032000,Toyota Camry  Black,Abuja (FCT),Karu,Local Used,216424,2006, Black
2688000,Toyota Sienna  Blue,Lagos State,Ogba,Local Used,400368,2002, Blue
7280000,Honda Crosstour  Black,Rivers State,Port-Harcourt,Local Used,233832,2011, Black
