price,name,registered_state,registered_city,condition,year_of_manufacture,color,mileage
9450000,Toyota Camry  Gold,Rivers State,Port-Harcourt,Local Used,2011, Gold,278832
29120000,Mercedes-Benz C 2015 Black,Ondo State,Akure,Foreign Used,300, Black,165201
9450000,Hyundai Sonata  Gray,Lagos State,Alimosho,Foreign Used,2011, Gray,256982
37800000,Lexus GS  White,Lagos State,Lekki,Local Used,2016, White,67532
6032000,Lexus ES  Gold,Lagos State,Alimosho,Local Used,2003, Gold,182692
8840000,Honda Accord Crosstour  Black,Abuja (FCT),Jabi,Local Used,2012, Black,123069
8840000,Lexus IS  Gray,Abuja (FCT),Gwarinpa,Local Used,2008, Gray,162525
14700000,Mercedes-Benz CLA-Class  White,Lagos State,Alimosho,Local Used,2014, White,81445
8112000,Toyota Corolla  Black,Oyo State,Ibadan,Local Used,2009, Black,41494
8112000,Hyundai Sonata  White,Lagos State,Alimosho,Local Used,2011, White,194842
24990000,Lexus RX  2015 Brown,Lagos State,Alimosho,Foreign Used,350, Brown,309702
7072000,Toyota Camry .4 LE 2008 Blue,Abuja (FCT),Lugbe District,Local Used,2, Blue,255204
20215125,Mercedes-Benz GLA  2015 White,Abuja (FCT),Garki 2,Local Used,250, White,116687
16640000,Toyota Corolla  Black,Abuja (FCT),Garki 2,Foreign Used,2014, Black,93071
13125000,BMW X 2009 Black,Lagos State,Alimosho,Foreign Used,5, Black,185402
9450000,Toyota Camry  Gold,Rivers State,Port-Harcourt,Local Used,2011, Gold,278832
29120000,Mercedes-Benz C 2015 Black,Ondo State,Akure,Foreign Used,300, Black,165201
9450000,Hyundai Sonata  Gray,Lagos State,Alimosho,Foreign Used,2011, Gray,256982
37800000,Lexus GS  White,Lagos State,Lekki,Local Used,2016, White,67532
6032000,Lexus ES  Gold,Lagos State,Alimosho,Local Used,2003, Gold,182692
8840000,Honda Accord Crosstour  Black,Abuja (FCT),Jabi,Local Used,2012, Black,123069
8840000,Lexus IS  Gray,Abuja (FCT),Gwarinpa,Local Used,2008, Gray,162525
14700000,Mercedes-Benz CLA-Class  White,Lagos State,Alimosho,Local Used,2014, White,81445
8112000,Toyota Corolla  Black,Oyo State,Ibadan,Local Used,2009, Black,41494
8112000,Hyundai Sonata  White,Lagos State,Alimosho,Local Used,2011, White,194842
24990000,Lexus RX  2015 Brown,Lagos State,Alimosho,Foreign Used,350, Brown,309702
7072000,Toyota Camry .4 LE 2008 Blue,Abuja (FCT),Lugbe District,Local Used,2, Blue,255204
20215125,Mercedes-Benz GLA  2015 White,Abuja (FCT),Garki 2,Local Used,250, White,116687
16640000,Toyota Corolla  Black,Abuja (FCT),Garki 2,Foreign Used,2014, Black,93071
13125000,BMW X 2009 Black,Lagos State,Alimosho,Foreign Used,5, Black,185402
9450000,Toyota Camry  Gold,Rivers State,Port-Harcourt,Local Used,2011, Gold,278832
29120000,Mercedes-Benz C 2015 Black,Ondo State,Akure,Foreign Used,300, Black,165201
9450000,Hyundai Sonata  Gray,Lagos State,Alimosho,Foreign Used,2011, Gray,256982
37800000,Lexus GS  White,Lagos State,Lekki,Local Used,2016, White,67532
6032000,Lexus ES  Gold,Lagos State,Alimosho,Local Used,2003, Gold,182692
8840000,Honda Accord Crosstour  Black,Abuja (FCT),Jabi,Local Used,2012, Black,123069
8840000,Lexus IS  Gray,Abuja (FCT),Gwarinpa,Local Used,2008, Gray,162525
14700000,Mercedes-Benz CLA-Class  White,Lagos State,Alimosho,Local Used,2014, White,81445
8112000,Toyota Corolla  Black,Oyo State,Ibadan,Local Used,2009, Black,41494
8112000,Hyundai Sonata  White,Lagos State,Alimosho,Local Used,2011, White,194842
24990000,Lexus RX  2015 Brown,Lagos State,Alimosho,Foreign Used,350, Brown,309702
7072000,Toyota Camry .4 LE 2008 Blue,Abuja (FCT),Lugbe District,Local Used,2, Blue,255204
20215125,Mercedes-Benz GLA  2015 White,Abuja (FCT),Garki 2,Local Used,250, White,116687
16640000,Toyota Corolla  Black,Abuja (FCT),Garki 2,Foreign Used,2014, Black,93071
13125000,BMW X 2009 Black,Lagos State,Alimosho,Foreign Used,5, Black,185402
9450000,Toyota Camry  Gold,Rivers State,Port-Harcourt,Local Used,2011, Gold,278832
29120000,Mercedes-Benz C 2015 Black,Ondo State,Akure,Foreign Used,300, Black,165201
9450000,Hyundai Sonata  Gray,Lagos State,Alimosho,Foreign Used,2011, Gray,256982
37800000,Lexus GS  White,Lagos State,Lekki,Local Used,2016, White,67532
6032000,Lexus ES  Gold,Lagos State,Alimosho,Local Used,2003, Gold,182692
8840000,Honda Accord Crosstour  Black,Abuja (FCT),Jabi,Local Used,2012, Black,123069
8840000,Lexus IS  Gray,Abuja (FCT),Gwarinpa,Local Used,2008, Gray,162525
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
2730000,Nissan Almera  Red,Lagos State,Abule Egba,Local Used,2001, Red,257525
7592000,Toyota Camry  Blue,Lagos State,Alimosho,Local Used,2007, Blue,452885
44415000,Mercedes-Benz GLC-Class  Silver,Lagos State,Amuwo-Odofin,Foreign Used,2018, Silver,78865
21840000,Toyota Avalon  Burgandy,Lagos State,Lekki,Foreign Used,2014, Burgandy,125494
13335000,Dodge RAM  Silver,Lagos State,Ilupeju,Local Used,2011, Silver,216221
23400000,Lexus ES  Silver,Lagos State,Lekki,Foreign Used,2013, Silver,111792
10185000,Toyota Corolla  Black,Edo State,Benin City,Foreign Used,2009, Black,105302
18900000,BMW Z 3.0i 2003 Gray,Ondo State,Akure,Foreign Used,4, Gray,322482
23712000,Lexus RX  2010 Red,Lagos State,Amuwo-Odofin,Foreign Used,350, Red,296976
16800000,Land Rover Range Rover Supercharged  White,Rivers State,Port-Harcourt,Local Used,2006, White,NA
18375000,Mercedes-Benz C 2015 Black,Abuja (FCT),Kubwa,Local Used,300, Black,100690
15225000,Toyota Hilux  White,Rivers State,Port-Harcourt,Local Used,2013, White,93632
56227500,Land Rover Range Rover Velar  Blue,Lagos State,Ikeja,Local Used,2019, Blue,88450
8925000,Lexus RX  2008 Black,Edo State,Benin City,Local Used,350, Black,189478
13125000,Toyota Venza  Red,Edo State,Benin City,Local Used,2014, Red,102682
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
9360000,Lexus RX  2005 Blue,Lagos State,Ikotun/Igando,Local Used,330, Blue,197364
94500000,Mercedes-Benz GLE-Class  White,Lagos State,Lekki,Foreign Used,2020, White,109001
33600000,Lexus LX  Black,Abuja (FCT),Central Business District,Local Used,2014, Black,244753
8190000,Lexus ES  2007 Blue,Abuja (FCT),Karu,Local Used,350, Blue,233285
14700000,Jeep Wrangler  Black,Lagos State,Magodo,Local Used,2014, Black,103816
39520000,Mercedes-Benz GLC-Class  Red,Lagos State,Lekki,Foreign Used,2016, Red,179484
3675000,Nissan X-Trail  Black,Abuja (FCT),Wuse,Local Used,2005, Black,422001
8400000,Lexus ES  Burgandy,Abuja (FCT),Kubwa,Local Used,2008, Burgandy,71000
7770000,Mercedes-Benz C 2008 Red,Lagos State,Yaba,Local Used,300, Red,247194
7280000,Toyota Camry .3 Hybrid 2007 Red,Lagos State,Ilupeju,Local Used,2, Red,256097
7875000,Hummer H 2007 Blue,Lagos State,Ikorodu,Local Used,3, Blue,93214
8320000,Toyota Camry  Gray,Abuja (FCT),Gudu,Local Used,2010, Gray,75057
7350000,BMW X 2008 White,Oyo State,Ibadan,Local Used,5, White,182927
19760000,Toyota Camry  Blue,Abuja (FCT),Gudu,Foreign Used,2017, Blue,238737
26000000,Toyota Camry  Gray,Abuja (FCT),Jabi,Local Used,2018, Gray,108353
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,240032
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
5250000,Lexus RX h 2006 Silver,Lagos State,Kosofe,Local Used,400, Silver,181720
5250000,MG MGB  Silver,Lagos State,Yaba,Local Used,2010, Silver,57602
47840000,Mercedes-Benz GLE-Class  Black,Lagos State,Lekki,Foreign Used,2016, Black,88038
6510000,Nissan Sentra  Burgandy,Lagos State,Surulere,Local Used,2014, Burgandy,93991
13000000,Lexus RX  2005 Gray,Lagos State,Surulere,Foreign Used,330, Gray,188027
49400000,Mercedes-Benz GLE-Class  Black,Lagos State,Ikeja,Foreign Used,2017, Black,128560
7140000,Lexus RX h 2006 Blue,Lagos State,Ikeja,Local Used,400, Blue,316344
8400000,Land Rover Discovery  Gold,Lagos State,Ikeja,Local Used,2005, Gold,198518
38850000,Toyota RAV 2021 Black,Lagos State,Surulere,Foreign Used,4, Black,22773
24960000,Lexus RX  2010 Black,Lagos State,Ikeja,Foreign Used,350, Black,181914
6300000,Lexus ES  Blue,Oyo State,Ibadan,Local Used,2007, Blue,170837
5775000,Lexus RX h 2006 Blue,Lagos State,Ogba,Local Used,400, Blue,113639
5200000,Toyota Highlander .0 2001 Silver,Lagos State,Lekki,Local Used,3, Silver,434697
6240000,Toyota Sienna  Gold,Abuja (FCT),Kubwa,Local Used,2005, Gold,104759
9975000,Honda Accord  Black,Abuja (FCT),Gwarinpa,Local Used,2013, Black,91624
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
5512000,Toyota Corolla  Gray,Abuja (FCT),Gwarinpa,Local Used,2006, Gray,140322
6760000,Toyota Sienna LE FWD (.3L V6 5A) 2004 Blue,Lagos State,Ojodu,Local Used,3, Blue,155719
7350000,Toyota RAV 2007 Gray,Lagos State,Ilupeju,Local Used,4, Gray,144902
10500000,Lexus LS  L 2012 Black,Lagos State,Ikorodu,Foreign Used,460, Black,277797
10712000,Toyota RAV 2011 Blue,Lagos State,Lekki,Local Used,4, Blue,122986
17325000,Lexus RX  2010 Black,Abuja (FCT),Gwarinpa,Local Used,350, Black,190532
7488000,Toyota Corolla  Gray,Abuja (FCT),Lugbe District,Local Used,2010, Gray,372237
10920000,Toyota Sienna  Gray,Lagos State,Kosofe,Foreign Used,2006, Gray,312826
13545000,Toyota Venza  Black,Lagos State,Magodo,Local Used,2013, Black,182669
15600000,Honda Accord  White,Oyo State,Ibadan,Foreign Used,2014, White,219024
6760000,Toyota Camry  Silver,Rivers State,Port-Harcourt,Local Used,2007, Silver,144935
7350000,Mercedes-Benz C 2008 Gray,Ogun State,Abeokuta North,Local Used,300, Gray,281743
7350000,Lexus IS  Silver,Ogun State,Abeokuta North,Local Used,2006, Silver,115558
42000000,Toyota RAV 2020 Gray,Lagos State,Alimosho,Foreign Used,4, Gray,380576
33600000,Toyota Sienna XLE FWD  Red,Lagos State,Lekki,Foreign Used,2019, Red,7579
5512000,Toyota Corolla  Gray,Abuja (FCT),Gwarinpa,Local Used,2006, Gray,140322
6760000,Toyota Sienna LE FWD (.3L V6 5A) 2004 Blue,Lagos State,Ojodu,Local Used,3, Blue,155719
7350000,Toyota RAV 2007 Gray,Lagos State,Ilupeju,Local Used,4, Gray,144902
10500000,Lexus LS  L 2012 Black,Lagos State,Ikorodu,Foreign Used,460, Black,277797
10712000,Toyota RAV 2011 Blue,Lagos State,Lekki,Local Used,4, Blue,122986
17325000,Lexus RX  2010 Black,Abuja (FCT),Gwarinpa,Local Used,350, Black,190532
7488000,Toyota Corolla  Gray,Abuja (FCT),Lugbe District,Local Used,2010, Gray,372237
10920000,Toyota Sienna  Gray,Lagos State,Kosofe,Foreign Used,2006, Gray,312826
13545000,Toyota Venza  Black,Lagos State,Magodo,Local Used,2013, Black,182669
15600000,Honda Accord  White,Oyo State,Ibadan,Foreign Used,2014, White,219024
6760000,Toyota Camry  Silver,Rivers State,Port-Harcourt,Local Used,2007, Silver,144935
7350000,Mercedes-Benz C 2008 Gray,Ogun State,Abeokuta North,Local Used,300, Gray,281743
7350000,Lexus IS  Silver,Ogun State,Abeokuta North,Local Used,2006, Silver,115558
42000000,Toyota RAV 2020 Gray,Lagos State,Alimosho,Foreign Used,4, Gray,380576
33600000,Toyota Sienna XLE FWD  Red,Lagos State,Lekki,Foreign Used,2019, Red,7579
5512000,Toyota Corolla  Gray,Abuja (FCT),Gwarinpa,Local Used,2006, Gray,140322
6760000,Toyota Sienna LE FWD (.3L V6 5A) 2004 Blue,Lagos State,Ojodu,Local Used,3, Blue,155719
7350000,Toyota RAV 2007 Gray,Lagos State,Ilupeju,Local Used,4, Gray,144902
10500000,Lexus LS  L 2012 Black,Lagos State,Ikorodu,Foreign Used,460, Black,277797
10712000,Toyota RAV 2011 Blue,Lagos State,Lekki,Local Used,4, Blue,122986
17325000,Lexus RX  2010 Black,Abuja (FCT),Gwarinpa,Local Used,350, Black,190532
7488000,Toyota Corolla  Gray,Abuja (FCT),Lugbe District,Local Used,2010, Gray,372237
10920000,Toyota Sienna  Gray,Lagos State,Kosofe,Foreign Used,2006, Gray,312826
13545000,Toyota Venza  Black,Lagos State,Magodo,Local Used,2013, Black,182669
15600000,Honda Accord  White,Oyo State,Ibadan,Foreign Used,2014, White,219024
6760000,Toyota Camry  Silver,Rivers State,Port-Harcourt,Local Used,2007, Silver,144935
7350000,Mercedes-Benz C 2008 Gray,Ogun State,Abeokuta North,Local Used,300, Gray,281743
7350000,Lexus IS  Silver,Ogun State,Abeokuta North,Local Used,2006, Silver,115558
42000000,Toyota RAV 2020 Gray,Lagos State,Alimosho,Foreign Used,4, Gray,380576
33600000,Toyota Sienna XLE FWD  Red,Lagos State,Lekki,Foreign Used,2019, Red,7579
5512000,Toyota Corolla  Gray,Abuja (FCT),Gwarinpa,Local Used,2006, Gray,140322
6760000,Toyota Sienna LE FWD (.3L V6 5A) 2004 Blue,Lagos State,Ojodu,Local Used,3, Blue,155719
7350000,Toyota RAV 2007 Gray,Lagos State,Ilupeju,Local Used,4, Gray,144902
10500000,Lexus LS  L 2012 Black,Lagos State,Ikorodu,Foreign Used,460, Black,277797
10712000,Toyota RAV 2011 Blue,Lagos State,Lekki,Local Used,4, Blue,122986
17325000,Lexus RX  2010 Black,Abuja (FCT),Gwarinpa,Local Used,350, Black,190532
7488000,Toyota Corolla  Gray,Abuja (FCT),Lugbe District,Local Used,2010, Gray,372237
10920000,Toyota Sienna  Gray,Lagos State,Kosofe,Foreign Used,2006, Gray,312826
13545000,Toyota Venza  Black,Lagos State,Magodo,Local Used,2013, Black,182669
15600000,Honda Accord  White,Oyo State,Ibadan,Foreign Used,2014, White,219024
6760000,Toyota Camry  Silver,Rivers State,Port-Harcourt,Local Used,2007, Silver,144935
7350000,Mercedes-Benz C 2008 Gray,Ogun State,Abeokuta North,Local Used,300, Gray,281743
7350000,Lexus IS  Silver,Ogun State,Abeokuta North,Local Used,2006, Silver,115558
42000000,Toyota RAV 2020 Gray,Lagos State,Alimosho,Foreign Used,4, Gray,380576
33600000,Toyota Sienna XLE FWD  Red,Lagos State,Lekki,Foreign Used,2019, Red,7579
13000000,Mercedes-Benz GLK-Class  4MATIC 2011 Red,Lagos State,Lekki,Local Used,350, Red,227644
6510000,Land Rover Lr 2005 Blue,Lagos State,Surulere,Local Used,3, Blue,310441
6300000,Toyota Highlander  Red,Lagos State,Alimosho,Local Used,2005, Red,328054
4515000,Toyota Sienna  Red,Lagos State,Ikeja,Local Used,2005, Red,350772
7280000,Toyota Camry  Silver,Abuja (FCT),Gudu,Local Used,2009, Silver,203316
8400000,Lexus GX  Black,Abuja (FCT),Central Business District,Local Used,2007, Black,166334
39520000,Toyota Highlander  Silver,Lagos State,Ilupeju,Foreign Used,2018, Silver,77539
8840000,Mercedes-Benz C 2009 Black,Abuja (FCT),Lugbe District,Local Used,300, Black,317868
12915000,Hyundai Tucson  Black,Abuja (FCT),Jabi,Foreign Used,2012, Black,142914
62454000,Toyota Land Cruiser .6 V8 GX 2018 Black,Lagos State,Ajah,Local Used,4, Black,176858
31500000,Toyota Fortuner  Black,Oyo State,Ibadan,Local Used,2015, Black,82363
11440000,Mercedes-Benz E 2010 Black,Abuja (FCT),Asokoro,Local Used,350, Black,230580
17680000,Toyota Sienna  Gray,Lagos State,Alimosho,Foreign Used,2011, Gray,288685
14175000,Honda Crosstour  White,Lagos State,Lekki,Local Used,2013, White,108510
15600000,Toyota Corolla  Gray,Lagos State,Ikeja,Foreign Used,2014, Gray,154438
28350000,Toyota Land Cruiser Prado  Black,Lagos State,Ikoyi,Local Used,2013, Black,248027
19760000,Toyota Highlander  Black,Lagos State,Kosofe,Foreign Used,2012, Black,144673
6300000,Nissan Almera  Silver,Lagos State,Surulere,Local Used,2013, Silver,110418
9450000,Nissan Sentra  Black,Lagos State,Alimosho,Foreign Used,2014, Black,174446
14280000,Toyota Sienna  Red,Lagos State,Alimosho,Foreign Used,2011, Red,174249
8528000,Ford Edge  White,Lagos State,Lekki,Local Used,2014, White,223021
6720000,Toyota Corolla  Red,Abuja (FCT),Asokoro,Local Used,2011, Red,262278
9975000,Toyota Avalon  Silver,Abuja (FCT),Lugbe District,Local Used,2012, Silver,258371
18720000,Lexus RX  2010 Silver,Abuja (FCT),Gwarinpa,Local Used,350, Silver,341735
2600000,Honda Accord P 2001 Silver,Abuja (FCT),Lugbe District,Local Used,5, Silver,433770
9135000,Toyota Sienna  Gray,Lagos State,Lekki,Local Used,2013, Gray,80026
6240000,Toyota Camry .4 XLi 2005 Green,Lagos State,Ikorodu,Local Used,2, Green,304672
4784000,Toyota Corolla Sedan  Blue,Lagos State,Ikorodu,Local Used,2003, Blue,195455
19425000,Lexus RX  2010 Gray,Lagos State,Isolo,Foreign Used,350, Gray,245135
36750000,Honda Accord  Silver,Lagos State,Kosofe,Foreign Used,2022, Silver,19347
28350000,Toyota Land Cruiser Prado  Black,Lagos State,Ikoyi,Local Used,2013, Black,248027
19760000,Toyota Highlander  Black,Lagos State,Kosofe,Foreign Used,2012, Black,144673
6300000,Nissan Almera  Silver,Lagos State,Surulere,Local Used,2013, Silver,110418
9450000,Nissan Sentra  Black,Lagos State,Alimosho,Foreign Used,2014, Black,174446
14280000,Toyota Sienna  Red,Lagos State,Alimosho,Foreign Used,2011, Red,174249
8528000,Ford Edge  White,Lagos State,Lekki,Local Used,2014, White,223021
6720000,Toyota Corolla  Red,Abuja (FCT),Asokoro,Local Used,2011, Red,262278
9975000,Toyota Avalon  Silver,Abuja (FCT),Lugbe District,Local Used,2012, Silver,258371
18720000,Lexus RX  2010 Silver,Abuja (FCT),Gwarinpa,Local Used,350, Silver,341735
2600000,Honda Accord P 2001 Silver,Abuja (FCT),Lugbe District,Local Used,5, Silver,433770
9135000,Toyota Sienna  Gray,Lagos State,Lekki,Local Used,2013, Gray,80026
6240000,Toyota Camry .4 XLi 2005 Green,Lagos State,Ikorodu,Local Used,2, Green,304672
4784000,Toyota Corolla Sedan  Blue,Lagos State,Ikorodu,Local Used,2003, Blue,195455
19425000,Lexus RX  2010 Gray,Lagos State,Isolo,Foreign Used,350, Gray,245135
36750000,Honda Accord  Silver,Lagos State,Kosofe,Foreign Used,2022, Silver,19347
28350000,Toyota Land Cruiser Prado  Black,Lagos State,Ikoyi,Local Used,2013, Black,248027
19760000,Toyota Highlander  Black,Lagos State,Kosofe,Foreign Used,2012, Black,144673
6300000,Nissan Almera  Silver,Lagos State,Surulere,Local Used,2013, Silver,110418
9450000,Nissan Sentra  Black,Lagos State,Alimosho,Foreign Used,2014, Black,174446
14280000,Toyota Sienna  Red,Lagos State,Alimosho,Foreign Used,2011, Red,174249
8528000,Ford Edge  White,Lagos State,Lekki,Local Used,2014, White,223021
6720000,Toyota Corolla  Red,Abuja (FCT),Asokoro,Local Used,2011, Red,262278
9975000,Toyota Avalon  Silver,Abuja (FCT),Lugbe District,Local Used,2012, Silver,258371
18720000,Lexus RX  2010 Silver,Abuja (FCT),Gwarinpa,Local Used,350, Silver,341735
2600000,Honda Accord P 2001 Silver,Abuja (FCT),Lugbe District,Local Used,5, Silver,433770
9135000,Toyota Sienna  Gray,Lagos State,Lekki,Local Used,2013, Gray,80026
6240000,Toyota Camry .4 XLi 2005 Green,Lagos State,Ikorodu,Local Used,2, Green,304672
4784000,Toyota Corolla Sedan  Blue,Lagos State,Ikorodu,Local Used,2003, Blue,195455
19425000,Lexus RX  2010 Gray,Lagos State,Isolo,Foreign Used,350, Gray,245135
36750000,Honda Accord  Silver,Lagos State,Kosofe,Foreign Used,2022, Silver,19347
28350000,Toyota Land Cruiser Prado  Black,Lagos State,Ikoyi,Local Used,2013, Black,248027
19760000,Toyota Highlander  Black,Lagos State,Kosofe,Foreign Used,2012, Black,144673
6300000,Nissan Almera  Silver,Lagos State,Surulere,Local Used,2013, Silver,110418
9450000,Nissan Sentra  Black,Lagos State,Alimosho,Foreign Used,2014, Black,174446
14280000,Toyota Sienna  Red,Lagos State,Alimosho,Foreign Used,2011, Red,174249
8528000,Ford Edge  White,Lagos State,Lekki,Local Used,2014, White,223021
6720000,Toyota Corolla  Red,Abuja (FCT),Asokoro,Local Used,2011, Red,262278
9975000,Toyota Avalon  Silver,Abuja (FCT),Lugbe District,Local Used,2012, Silver,258371
18720000,Lexus RX  2010 Silver,Abuja (FCT),Gwarinpa,Local Used,350, Silver,341735
2600000,Honda Accord P 2001 Silver,Abuja (FCT),Lugbe District,Local Used,5, Silver,433770
9135000,Toyota Sienna  Gray,Lagos State,Lekki,Local Used,2013, Gray,80026
6240000,Toyota Camry .4 XLi 2005 Green,Lagos State,Ikorodu,Local Used,2, Green,304672
4784000,Toyota Corolla Sedan  Blue,Lagos State,Ikorodu,Local Used,2003, Blue,195455
19425000,Lexus RX  2010 Gray,Lagos State,Isolo,Foreign Used,350, Gray,245135
36750000,Honda Accord  Silver,Lagos State,Kosofe,Foreign Used,2022, Silver,19347
28350000,Toyota Land Cruiser Prado  Black,Lagos State,Ikoyi,Local Used,2013, Black,248027
